,id,fecha,hora,id_sensor,version,letra,pm_25,pm_1,pm_10,delta_t,lon,lat,cal,comentario,GMT,time_cl
62075,7,02-01-2015,1420168378,G05,quintero,b,21,14,24,5291,,,calibracion,,2015-01-02 03:13:00,2015-01-01 23:13:00
62076,8,02-01-2015,1420168383,G05,quintero,b,20,13,21,5296,,,calibracion,,2015-01-02 03:13:00,2015-01-01 23:13:00
62077,9,02-01-2015,1420168389,G05,quintero,b,18,12,19,5298,,,calibracion,,2015-01-02 03:13:10,2015-01-01 23:13:10
62078,10,02-01-2015,1420168394,G05,quintero,b,17,11,19,5297,,,calibracion,,2015-01-02 03:13:10,2015-01-01 23:13:10
62079,11,02-01-2015,1420168399,G05,quintero,b,17,11,18,5297,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:20,2015-01-01 23:13:20
62080,12,02-01-2015,1420168405,G05,quintero,b,16,10,18,5298,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:20,2015-01-01 23:13:20
62081,13,02-01-2015,1420168410,G05,quintero,b,16,11,17,5298,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:30,2015-01-01 23:13:30
62082,14,02-01-2015,1420168415,G05,quintero,b,17,12,19,5298,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:40,2015-01-01 23:13:40
62083,15,02-01-2015,1420168420,G05,quintero,b,17,11,18,5297,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:40,2015-01-01 23:13:40
62084,16,02-01-2015,1420168426,G05,quintero,b,18,12,19,5296,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:50,2015-01-01 23:13:50
62085,17,02-01-2015,1420168431,G05,quintero,b,19,12,20,5297,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:13:50,2015-01-01 23:13:50
62086,18,02-01-2015,1420168436,G05,quintero,b,19,13,21,5298,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:14:00,2015-01-01 23:14:00
62087,19,02-01-2015,1420168442,G05,quintero,b,18,12,19,5297,-71.52850833333333,-32.783415000000005,calibracion,,2015-01-02 03:14:00,2015-01-01 23:14:00
62088,20,02-01-2015,1420168447,G05,quintero,b,18,13,20,5297,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:10,2015-01-01 23:14:10
62089,21,02-01-2015,1420168452,G05,quintero,b,20,12,23,5297,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:10,2015-01-01 23:14:10
62090,22,02-01-2015,1420168458,G05,quintero,b,20,12,23,5298,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:20,2015-01-01 23:14:20
62091,23,02-01-2015,1420168463,G05,quintero,b,20,13,20,5295,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:20,2015-01-01 23:14:20
62092,24,02-01-2015,1420168468,G05,quintero,b,19,12,20,5298,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:30,2015-01-01 23:14:30
62093,25,02-01-2015,1420168473,G05,quintero,b,20,13,21,5298,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:30,2015-01-01 23:14:30
62094,26,02-01-2015,1420168479,G05,quintero,b,19,12,20,5297,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:40,2015-01-01 23:14:40
62095,27,02-01-2015,1420168484,G05,quintero,b,17,12,20,5297,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:40,2015-01-01 23:14:40
62096,28,02-01-2015,1420168489,G05,quintero,b,16,11,19,5298,-71.528675,-32.785165,calibracion,,2015-01-02 03:14:50,2015-01-01 23:14:50
62097,29,02-01-2015,1420168495,G05,quintero,b,14,11,17,5298,-71.528675,-32.785165,calibracion,,2015-01-02 03:15:00,2015-01-01 23:15:00
62098,30,02-01-2015,1420168500,G05,quintero,b,16,12,20,5298,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:00,2015-01-01 23:15:00
62099,31,02-01-2015,1420168505,G05,quintero,b,16,12,19,5297,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:00,2015-01-01 23:15:00
62100,32,02-01-2015,1420168511,G05,quintero,b,18,13,19,5296,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:10,2015-01-01 23:15:10
62101,33,02-01-2015,1420168516,G05,quintero,b,19,14,20,5297,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:20,2015-01-01 23:15:20
62102,34,02-01-2015,1420168521,G05,quintero,b,21,14,21,5298,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:20,2015-01-01 23:15:20
62103,35,02-01-2015,1420168526,G05,quintero,b,20,14,20,5296,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:30,2015-01-01 23:15:30
62104,36,02-01-2015,1420168532,G05,quintero,b,20,14,21,5296,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:30,2015-01-01 23:15:30
62105,37,02-01-2015,1420168537,G05,quintero,b,20,14,22,5298,-71.52869000000003,-32.78372333333333,calibracion,,2015-01-02 03:15:40,2015-01-01 23:15:40
62106,38,02-01-2015,1420168542,G05,quintero,b,20,14,22,5297,-71.528615,-32.78545666666666,calibracion,,2015-01-02 03:15:40,2015-01-01 23:15:40
62107,39,02-01-2015,1420168548,G05,quintero,b,19,13,20,5297,-71.528615,-32.78545666666666,calibracion,,2015-01-02 03:15:50,2015-01-01 23:15:50
