Timestamp;TSP [ug/m3];PM10 [ug/m3];PM4 [ug/m3];PM2,5 [ug/m3];PM1 [ug/m3];PMcoarse [ug/m3];Inhalable [ug/m3];Thoracic [ug/m3];Respirable [ug/m3];pm10-IAQ [ug/m3];pm2,5-IAQ [ug/m3];pm1-IAQ [ug/m3]
06-01-2023 10:20;36;33;18;8;4;25;35;33;15;35;6;3
06-01-2023 10:20;51;31;13;7;4;24;47;38;12;37;5;3
06-01-2023 10:21;307;34;8;6;4;27;179;65;8;45;5;3
06-01-2023 10:21;671;6;6;6;4;0;19766;86;5;5;4;3
06-01-2023 10:21;2166;85;45;19;3;66;3259;124;35;91;15;3
06-01-2023 10:21;13;11;7;4;3;6;11;10;6;11;3;2
06-01-2023 10:21;2;2;2;2;2;0;1;1;1;1;1;1
06-01-2023 10:21;3;3;3;3;3;0;2;2;2;2;2;2
06-01-2023 10:21;2;2;2;2;2;0;2;2;2;2;2;2
06-01-2023 10:21;2;2;2;2;2;0;2;2;2;2;2;2
06-01-2023 10:21;15687;377;38;6;4;371;16838;1111;47;548;4;3
06-01-2023 10:21;5325;4;4;3;3;0;8922;45;3;3;3;2
06-01-2023 10:22;5693;37;8;3;2;34;3525;154;8;50;2;2
06-01-2023 10:22;1238;150;119;51;5;99;583;165;89;126;38;4
06-01-2023 10:22;7;7;6;4;3;2;5;5;5;5;3;2
06-01-2023 10:22;29;12;11;6;3;6;503;11;8;9;5;2
06-01-2023 10:22;3;3;3;3;3;0;2;2;2;2;2;2
06-01-2023 10:22;2;2;2;2;2;0;2;2;2;2;2;2
06-01-2023 10:22;3;3;3;3;2;0;2;2;2;2;2;2
06-01-2023 10:22;28;22;15;9;4;13;24;21;12;22;7;3
06-01-2023 10:22;66;23;16;10;4;13;48;30;13;23;7;3
06-01-2023 10:22;38;32;20;11;4;20;35;32;17;33;8;3
06-01-2023 10:23;54;35;18;8;4;26;50;42;17;40;6;3
06-01-2023 10:23;63;26;12;7;3;19;52;36;10;31;5;3
06-01-2023 10:23;131;39;19;9;4;30;92;52;17;45;7;3
06-01-2023 10:23;23;23;17;8;4;14;21;21;14;21;6;3
06-01-2023 10:23;72;30;13;8;4;21;57;40;11;35;6;3
06-01-2023 10:23;25;23;16;8;3;14;23;22;13;23;6;3
06-01-2023 10:23;63;46;19;9;4;37;61;52;16;55;7;3
06-01-2023 10:23;124;39;27;12;4;26;81;45;22;37;9;3
06-01-2023 10:23;36;23;10;8;4;15;33;27;8;27;6;3
06-01-2023 10:23;67;32;19;9;4;22;52;37;16;32;7;3
06-01-2023 10:24;40;39;30;14;4;25;35;34;24;35;11;3
06-01-2023 10:24;98;34;13;8;4;26;78;51;12;42;6;3
06-01-2023 10:24;30;27;16;8;3;19;28;27;13;28;6;3
06-01-2023 10:24;153;52;22;10;4;42;111;67;19;61;7;3
06-01-2023 10:24;111;41;16;7;4;33;87;58;15;49;6;3
06-01-2023 10:24;25;24;18;10;4;14;23;22;15;23;7;3
06-01-2023 10:24;63;40;18;8;4;32;57;47;16;47;6;3
06-01-2023 10:24;111;31;18;9;4;21;75;41;16;33;7;3
06-01-2023 10:24;60;36;19;10;5;25;52;41;16;39;8;4
06-01-2023 10:24;61;35;17;9;4;26;52;41;14;39;7;3
06-01-2023 10:25;44;26;18;10;4;16;35;28;15;25;7;3
06-01-2023 10:25;149;57;28;14;4;42;115;76;24;64;11;3
06-01-2023 10:25;42;34;15;9;5;25;45;40;15;42;7;4
06-01-2023 10:25;61;26;15;9;5;16;47;32;12;27;7;4
06-01-2023 10:25;28;26;18;9;5;16;26;25;15;26;7;4
06-01-2023 10:25;42;24;17;9;5;15;31;24;13;21;7;4
06-01-2023 10:25;28;27;18;9;4;18;27;26;14;27;7;3
06-01-2023 10:25;61;25;14;8;4;17;47;32;11;26;6;3
06-01-2023 10:25;44;37;20;9;4;28;45;42;19;43;7;3
06-01-2023 10:25;33;26;17;8;4;18;27;24;13;24;6;3
06-01-2023 10:26;50;35;14;7;4;27;46;39;12;41;6;3
06-01-2023 10:26;54;43;21;10;4;33;53;47;18;50;8;3
06-01-2023 10:26;53;33;17;8;4;24;46;37;14;36;6;3
06-01-2023 10:26;51;50;37;17;4;32;45;44;29;45;13;3
06-01-2023 10:26;41;34;19;10;4;24;39;35;16;36;7;3
06-01-2023 10:26;42;23;11;7;4;16;37;29;10;27;5;3
06-01-2023 10:26;20;20;14;6;3;13;18;18;11;18;5;3
06-01-2023 10:26;42;24;15;9;4;14;33;26;13;23;7;3
06-01-2023 10:26;47;27;11;5;3;22;43;34;10;33;4;2
06-01-2023 10:26;32;31;19;9;4;21;31;29;16;31;7;3
06-01-2023 10:27;27;26;17;8;4;18;26;25;14;26;6;3
06-01-2023 10:27;71;23;14;7;4;16;51;31;11;23;5;3
06-01-2023 10:27;66;21;11;6;4;14;49;30;9;24;5;3
06-01-2023 10:27;232;24;15;8;3;16;128;43;12;24;6;2
06-01-2023 10:27;49;29;12;6;4;22;46;36;12;35;5;3
06-01-2023 10:27;20;18;11;6;3;12;20;18;9;20;5;3
06-01-2023 10:27;135;40;15;8;4;32;96;54;13;49;6;3
06-01-2023 10:27;18;18;14;8;4;10;17;16;11;17;6;3
06-01-2023 10:27;42;33;14;8;4;24;41;36;12;39;6;3
06-01-2023 10:27;24;23;14;8;4;15;25;24;12;25;6;3
06-01-2023 10:28;160;32;17;7;3;24;104;50;14;34;5;3
06-01-2023 10:28;46;36;19;9;4;26;42;37;15;39;7;3
06-01-2023 10:28;47;39;21;10;4;29;43;39;17;41;7;3
06-01-2023 10:28;44;42;26;11;3;30;42;40;22;42;8;3
06-01-2023 10:28;64;22;14;9;4;13;47;30;12;22;7;3
06-01-2023 10:28;83;32;13;6;3;26;66;44;12;38;5;2
06-01-2023 10:28;33;26;17;8;4;17;29;26;14;26;6;3
06-01-2023 10:28;51;30;12;5;3;25;48;38;11;37;4;3
06-01-2023 10:28;31;25;15;8;4;17;28;25;12;26;6;3
06-01-2023 10:28;30;27;12;6;4;21;33;31;12;33;5;3
06-01-2023 10:29;112;29;14;7;3;22;75;39;12;33;5;2
06-01-2023 10:29;18;18;14;7;4;11;16;15;11;16;5;3
06-01-2023 10:29;64;22;17;8;3;14;43;26;13;18;6;3
06-01-2023 10:29;39;31;17;9;4;22;36;32;15;34;7;3
06-01-2023 10:29;26;24;15;9;4;14;24;22;12;23;7;3
06-01-2023 10:29;1071;32;21;11;4;20;428;45;16;32;8;3
06-01-2023 10:29;29;27;14;7;4;20;30;28;12;30;5;3
06-01-2023 10:29;597;24;11;5;3;18;258;45;10;28;4;3
06-01-2023 10:29;301;25;16;8;3;16;138;31;14;26;6;3
06-01-2023 10:29;37;27;10;6;4;21;36;31;9;34;4;3
06-01-2023 10:30;36;34;20;9;4;24;35;33;16;35;7;3
06-01-2023 10:30;217;57;17;8;4;48;159;91;17;74;6;3
06-01-2023 10:30;29;27;16;9;3;18;29;27;14;29;6;3
06-01-2023 10:30;65;45;20;8;3;36;64;54;18;53;6;3
06-01-2023 10:30;19;19;12;5;3;14;18;18;11;18;4;3
06-01-2023 10:30;186;41;16;7;4;34;127;65;14;49;5;3
06-01-2023 10:30;52;33;17;8;4;25;45;36;13;37;6;3
06-01-2023 10:30;99;19;12;7;3;11;60;26;10;18;5;3
06-01-2023 10:30;309;32;21;8;3;24;144;36;18;31;6;3
06-01-2023 10:30;45;37;23;11;4;26;39;35;18;36;8;3
06-01-2023 10:31;29;23;13;7;3;15;27;23;10;24;5;3
06-01-2023 10:31;46;38;20;9;4;28;44;40;17;41;7;3
06-01-2023 10:31;35;29;18;10;4;18;31;28;15;29;7;3
06-01-2023 10:31;45;26;13;8;4;17;39;30;11;29;6;3
06-01-2023 10:31;49;36;20;9;3;27;44;38;16;39;7;3
06-01-2023 10:31;169;21;14;9;4;11;89;28;12;20;7;3
06-01-2023 10:31;89;35;12;6;4;28;71;48;11;43;5;3
06-01-2023 10:31;84;35;21;11;4;24;64;43;17;36;8;3
06-01-2023 10:31;138;35;19;8;4;26;91;47;15;37;6;3
06-01-2023 10:31;85;34;20;10;3;24;64;43;17;36;8;3
06-01-2023 10:32;27;25;14;7;4;17;25;23;12;25;5;3
06-01-2023 10:32;26;24;15;8;4;15;23;22;12;23;6;3
06-01-2023 10:32;112;42;14;7;3;35;92;62;13;54;5;3
06-01-2023 10:32;22;21;13;6;3;15;22;21;11;22;5;2
06-01-2023 10:32;201;29;15;8;4;20;113;42;12;31;6;3
06-01-2023 10:32;132;29;15;8;4;20;92;50;13;32;6;3
06-01-2023 10:32;56;32;19;10;4;22;45;34;15;32;7;3
06-01-2023 10:32;28;26;17;10;5;16;27;26;14;27;7;4
06-01-2023 10:32;49;39;18;8;4;30;48;42;15;45;6;3
06-01-2023 10:32;88;43;17;7;3;35;74;55;15;51;6;2
06-01-2023 10:33;28;26;14;8;4;18;29;27;13;28;6;3
06-01-2023 10:33;130;35;16;8;3;27;87;46;13;40;6;3
06-01-2023 10:33;125;28;17;9;4;19;81;40;15;29;7;3
06-01-2023 10:33;34;32;22;11;5;20;30;28;18;30;9;4
06-01-2023 10:33;100;21;15;8;4;12;61;28;13;19;6;3
06-01-2023 10:33;304;26;19;9;3;16;136;28;15;23;7;2
06-01-2023 10:33;327;25;16;8;3;16;164;40;13;24;6;3
06-01-2023 10:33;152;41;17;8;4;33;105;58;15;48;6;3
06-01-2023 10:33;118;44;19;8;3;35;91;60;17;51;6;2
06-01-2023 10:33;20;18;10;7;4;10;20;18;8;20;5;3
06-01-2023 10:34;36;35;24;12;4;23;34;33;20;34;9;3
06-01-2023 10:34;16;14;8;6;3;8;17;16;7;17;4;2
06-01-2023 10:34;47;34;15;7;3;27;45;38;13;40;5;3
06-01-2023 10:34;77;32;16;8;3;23;60;41;14;35;6;3
06-01-2023 10:34;117;35;18;8;4;26;81;45;15;39;6;3
06-01-2023 10:34;63;32;13;7;3;24;54;41;11;39;6;3
06-01-2023 10:34;194;25;9;6;4;19;112;42;9;33;5;3
06-01-2023 10:34;102;23;15;7;4;16;64;30;13;22;5;3
06-01-2023 10:34;49;39;20;9;3;30;47;42;17;44;7;3
06-01-2023 10:34;48;46;32;14;4;31;43;42;26;43;11;3
06-01-2023 10:35;21;21;16;8;4;12;18;18;13;18;6;3
06-01-2023 10:35;25;25;20;10;4;14;21;21;16;21;8;3
06-01-2023 10:35;40;20;10;7;3;13;33;24;8;23;5;3
06-01-2023 10:35;33;32;24;11;3;21;29;28;19;29;8;2
06-01-2023 10:35;34;29;11;5;3;24;35;31;10;34;4;2
06-01-2023 10:35;73;27;12;6;4;21;56;36;10;31;4;3
06-01-2023 10:35;23;21;12;5;3;15;22;21;10;22;4;2
06-01-2023 10:35;30;28;19;9;3;18;27;26;15;27;7;3
06-01-2023 10:35;126;34;19;9;3;24;82;43;15;35;7;2
06-01-2023 10:35;29;26;13;7;4;19;30;28;11;30;5;3
06-01-2023 10:36;519;23;16;8;3;15;206;24;13;22;6;3
06-01-2023 10:36;119;31;17;9;3;22;79;42;14;35;6;3
06-01-2023 10:36;82;32;16;8;4;24;62;41;13;34;6;3
06-01-2023 10:36;30;23;13;7;3;16;28;25;11;25;5;3
06-01-2023 10:36;56;36;17;7;3;28;52;43;15;42;6;2
06-01-2023 10:36;117;36;14;7;3;28;88;54;12;42;5;2
06-01-2023 10:36;31;31;23;10;3;21;27;27;19;27;7;3
06-01-2023 10:36;25;23;14;7;4;15;25;23;12;24;6;3
06-01-2023 10:36;48;34;18;9;3;25;42;36;14;37;7;3
06-01-2023 10:36;23;22;15;7;4;14;19;19;12;19;6;3
06-01-2023 10:37;25;25;14;7;3;17;26;25;12;26;5;3
06-01-2023 10:37;32;25;13;6;3;19;32;28;11;29;5;2
06-01-2023 10:37;183;29;17;8;4;21;101;37;14;29;6;3
06-01-2023 10:37;67;25;18;10;3;15;49;32;15;24;7;3
06-01-2023 10:37;44;35;17;7;3;27;42;38;14;40;6;2
06-01-2023 10:37;128;36;18;9;3;27;87;47;16;40;6;3
06-01-2023 10:37;28;26;17;8;3;18;25;24;14;25;6;2
06-01-2023 10:37;37;31;20;10;4;20;33;30;16;30;8;3
06-01-2023 10:37;73;28;13;5;3;23;59;40;12;33;4;3
06-01-2023 10:37;58;42;14;6;4;35;58;49;13;52;5;3
06-01-2023 10:38;32;25;15;8;4;17;28;25;12;26;6;3
06-01-2023 10:38;26;19;9;5;3;14;26;23;9;24;4;3
06-01-2023 10:38;391;29;14;7;4;21;191;47;13;34;5;3
06-01-2023 10:38;121;35;20;9;4;25;82;45;17;37;7;3
06-01-2023 10:38;37;24;12;7;4;17;32;27;10;27;5;3
06-01-2023 10:38;1031;16;12;6;3;10;316;17;9;15;5;3
06-01-2023 10:38;79;35;14;7;3;28;65;46;12;42;5;2
06-01-2023 10:38;320;26;10;5;3;21;187;66;9;32;4;3
06-01-2023 10:38;18;18;14;7;4;10;15;15;11;15;6;3
06-01-2023 10:38;28;26;17;9;4;17;26;25;14;26;7;3
06-01-2023 10:39;368;31;18;10;4;20;180;48;15;32;8;3
06-01-2023 10:39;53;39;18;8;4;30;49;42;15;43;6;3
06-01-2023 10:39;57;36;19;9;3;26;48;39;16;38;7;3
06-01-2023 10:39;66;36;16;7;3;28;56;43;14;41;6;3
06-01-2023 10:39;87;44;14;5;3;38;75;56;12;54;4;2
06-01-2023 10:39;124;38;16;9;4;29;92;56;14;44;7;3
06-01-2023 10:39;32;24;12;6;4;18;30;26;10;27;5;3
06-01-2023 10:39;22;22;15;7;4;14;20;20;12;20;6;3
06-01-2023 10:39;27;23;12;8;4;15;26;24;10;26;6;3
06-01-2023 10:39;20;20;14;7;3;12;19;19;12;19;6;3
06-01-2023 10:40;54;41;17;8;3;33;50;43;14;47;6;3
06-01-2023 10:40;33;30;18;10;4;20;31;28;14;30;8;3
06-01-2023 10:40;228;31;18;9;4;22;129;48;14;33;7;3
06-01-2023 10:40;73;36;20;11;4;25;59;44;16;39;8;3
06-01-2023 10:40;41;33;16;9;4;24;41;37;14;38;7;3
06-01-2023 10:40;50;30;18;9;3;20;39;31;14;29;7;2
06-01-2023 10:40;111;30;17;7;3;22;73;38;14;31;6;2
06-01-2023 10:40;82;38;21;9;3;29;66;47;18;41;7;2
06-01-2023 10:40;25;24;14;7;3;16;24;22;11;24;5;3
06-01-2023 10:40;65;39;19;11;4;28;57;45;16;44;8;3
06-01-2023 10:41;40;31;13;7;3;23;41;37;12;39;5;3
06-01-2023 10:41;90;34;15;7;4;26;70;46;13;39;6;3
06-01-2023 10:41;29;27;17;8;3;18;26;25;14;26;6;3
06-01-2023 10:41;234;29;9;6;4;22;137;52;8;38;5;3
06-01-2023 10:41;29;27;17;9;4;18;28;27;14;28;6;3
06-01-2023 10:41;37;36;27;13;4;23;32;31;21;32;10;3
06-01-2023 10:41;100;62;18;6;3;55;96;77;17;80;5;3
06-01-2023 10:41;42;29;16;8;4;21;37;32;13;32;6;3
06-01-2023 10:41;36;33;19;8;3;25;37;35;17;37;6;2
06-01-2023 10:41;34;32;16;6;3;25;34;32;14;34;5;3
06-01-2023 10:42;42;24;14;8;4;16;36;28;12;26;6;3
06-01-2023 10:42;31;30;22;10;3;20;28;27;18;28;8;3
06-01-2023 10:42;31;29;20;10;4;19;28;27;16;28;7;3
06-01-2023 10:42;48;28;14;8;3;20;41;32;12;30;6;3
06-01-2023 10:42;126;24;13;7;4;17;87;46;12;27;5;3
06-01-2023 10:42;159;11;8;6;3;5;79;18;7;10;4;3
06-01-2023 10:42;66;23;16;9;3;13;46;28;13;21;7;2
06-01-2023 10:42;32;26;17;8;3;17;27;24;13;24;6;3
06-01-2023 10:42;41;34;23;10;3;23;34;31;18;31;8;3
06-01-2023 10:42;133;48;24;10;3;38;101;65;20;53;7;2
06-01-2023 10:43;29;27;19;9;4;17;26;25;15;26;7;3
06-01-2023 10:43;67;40;17;5;3;34;59;47;15;46;4;2
06-01-2023 10:43;45;33;18;9;4;23;41;35;15;36;7;3
06-01-2023 10:43;1052;25;10;6;4;19;338;32;9;31;5;3
06-01-2023 10:43;287;24;14;6;3;18;156;47;11;25;5;2
06-01-2023 10:43;68;33;17;7;3;25;54;39;15;34;6;2
06-01-2023 10:43;35;31;10;5;4;26;40;37;11;40;4;3
06-01-2023 10:43;52;33;19;9;4;23;45;36;15;34;7;3
06-01-2023 10:43;45;37;22;11;4;26;41;37;18;38;8;3
06-01-2023 10:43;53;29;14;8;4;21;45;35;12;33;6;3
06-01-2023 10:44;42;34;18;9;4;24;40;35;15;37;7;3
06-01-2023 10:44;126;38;18;8;4;29;88;50;15;44;6;3
06-01-2023 10:44;100;37;14;7;3;30;79;53;13;46;5;3
06-01-2023 10:44;49;39;17;8;3;30;48;42;15;45;6;2
06-01-2023 10:44;81;36;21;10;4;25;61;41;17;36;8;3
06-01-2023 10:44;171;21;12;7;3;14;91;29;10;22;5;2
06-01-2023 10:44;38;31;19;9;3;22;35;32;16;32;7;2
06-01-2023 10:44;28;27;15;7;3;19;27;26;13;27;5;3
06-01-2023 10:44;31;25;15;7;3;18;27;24;13;24;5;2
06-01-2023 10:44;326;32;14;7;3;25;187;65;12;38;5;2
06-01-2023 10:45;84;24;14;8;4;16;60;36;12;25;6;3
06-01-2023 10:45;126;39;21;10;3;29;85;48;17;41;7;2
06-01-2023 10:45;66;44;17;8;3;36;61;50;14;53;6;2
06-01-2023 10:45;99;15;10;5;3;9;65;31;8;14;4;2
06-01-2023 10:45;34;33;22;11;4;22;32;31;18;32;8;3
06-01-2023 10:45;18;18;13;7;3;10;16;16;10;16;5;3
06-01-2023 10:45;57;38;15;7;3;31;53;44;13;45;5;3
06-01-2023 10:45;57;33;19;10;3;23;48;37;15;35;7;3
06-01-2023 10:45;31;29;15;7;3;21;31;29;13;31;5;3
06-01-2023 10:45;23;23;17;9;3;13;21;21;14;21;7;3
06-01-2023 10:46;33;26;14;7;3;18;32;28;12;29;5;2
06-01-2023 10:46;65;28;9;7;3;21;54;38;7;36;5;3
06-01-2023 10:46;183;28;17;8;3;20;98;35;14;27;6;2
06-01-2023 10:46;142;43;16;7;4;35;103;59;15;53;5;3
06-01-2023 10:46;26;20;11;6;3;13;23;20;9;20;4;2
06-01-2023 10:46;27;26;20;9;4;17;24;23;16;24;7;3
06-01-2023 10:46;27;26;14;7;3;18;29;28;13;29;5;2
06-01-2023 10:46;95;16;10;6;3;9;59;25;9;17;4;2
06-01-2023 10:46;42;34;16;7;3;27;41;37;14;39;5;3
06-01-2023 10:46;85;41;18;9;3;31;70;51;15;47;7;2
06-01-2023 10:47;80;36;22;10;3;26;62;44;18;37;7;2
06-01-2023 10:47;301;25;15;7;3;18;140;33;14;28;5;2
06-01-2023 10:47;180;30;21;10;3;20;96;35;16;27;7;2
06-01-2023 10:47;28;22;13;7;3;15;25;22;10;23;5;3
06-01-2023 10:47;76;33;24;11;3;21;54;36;19;28;9;2
06-01-2023 10:47;846;67;51;41;37;25;362;70;42;62;33;30
06-01-2023 10:47;772;48;37;27;23;20;340;64;31;45;22;18
06-01-2023 10:47;36;33;21;13;10;20;35;33;18;35;11;8
06-01-2023 10:47;142;37;19;12;8;25;98;53;17;43;9;6
06-01-2023 10:47;27;27;21;12;8;14;25;24;17;25;10;6
06-01-2023 10:48;57;37;21;11;5;26;48;39;17;37;8;4
06-01-2023 10:48;31;24;13;9;6;15;30;26;11;27;7;5
06-01-2023 10:48;7;7;7;6;4;0;5;5;5;5;5;3
06-01-2023 10:48;28;27;17;9;4;18;28;27;14;28;7;3
06-01-2023 10:48;44;36;21;10;3;25;38;34;17;35;7;2
06-01-2023 10:48;32;31;20;9;3;22;30;29;17;30;7;3
06-01-2023 10:48;167;19;15;8;4;11;84;24;12;15;6;3
06-01-2023 10:48;19;19;14;6;3;12;17;17;12;17;5;2
06-01-2023 10:48;56;38;26;12;4;25;47;39;21;37;9;3
06-01-2023 10:48;55;37;29;14;4;23;43;36;22;33;11;3
06-01-2023 10:49;114;51;21;10;4;40;92;65;18;60;8;3
06-01-2023 10:49;103;18;8;6;3;11;65;29;7;21;5;3
06-01-2023 10:49;58;32;16;9;3;22;49;38;14;36;7;3
06-01-2023 10:49;48;36;14;8;3;28;47;40;12;44;6;3
06-01-2023 10:49;45;36;19;10;3;26;42;38;16;40;7;3
06-01-2023 10:49;50;42;24;10;3;31;46;42;20;43;7;3
06-01-2023 10:49;21;21;15;8;3;13;20;20;13;20;6;3
06-01-2023 10:49;22;21;16;8;3;13;21;20;13;21;6;2
06-01-2023 10:49;188;30;11;5;3;24;108;42;10;36;4;3
06-01-2023 10:49;524;28;17;7;3;20;212;30;14;27;6;3
06-01-2023 10:50;48;39;22;10;3;28;43;39;17;41;8;3
06-01-2023 10:50;88;32;14;6;3;26;66;43;12;36;5;2
06-01-2023 10:50;146;36;18;9;3;27;102;57;15;39;7;2
06-01-2023 10:50;38;35;18;9;3;25;40;37;16;40;7;2
06-01-2023 10:50;191;34;19;10;3;23;107;42;15;36;8;3
06-01-2023 10:50;34;28;19;10;3;18;29;26;15;26;7;3
06-01-2023 10:50;63;44;26;12;3;32;56;47;22;45;9;3
06-01-2023 10:50;47;39;24;11;3;27;41;37;19;38;9;2
06-01-2023 10:50;86;36;16;7;3;29;71;49;14;43;5;3
06-01-2023 10:50;113;27;15;7;4;19;73;37;13;29;6;3
06-01-2023 10:51;322;27;17;8;4;19;149;35;14;27;6;3
06-01-2023 10:51;48;39;17;8;4;31;49;44;16;47;6;3
06-01-2023 10:51;60;34;14;7;4;26;53;41;13;40;6;3
06-01-2023 10:51;78;44;16;7;3;36;70;54;14;54;6;2
06-01-2023 10:51;41;33;17;8;3;24;39;35;15;36;6;3
06-01-2023 10:51;95;48;26;11;4;36;75;54;21;50;8;3
06-01-2023 10:51;40;38;23;10;3;28;37;35;19;37;7;2
06-01-2023 10:51;522;26;16;7;3;18;209;28;14;25;6;2
06-01-2023 10:51;63;40;16;8;3;32;60;49;15;50;6;2
06-01-2023 10:51;81;33;17;8;3;25;63;42;14;35;6;2
06-01-2023 10:52;46;39;16;8;3;31;47;42;14;46;6;2
06-01-2023 10:52;33;32;24;12;3;20;29;28;19;29;9;3
06-01-2023 10:52;55;35;21;10;3;25;46;38;18;36;7;3
06-01-2023 10:52;97;18;16;9;3;9;57;23;12;15;7;3
06-01-2023 10:52;20;19;12;7;3;12;21;21;11;21;6;2
06-01-2023 10:52;21;21;17;9;3;12;18;18;14;18;6;2
06-01-2023 10:52;46;38;20;11;4;26;45;40;17;42;8;3
06-01-2023 10:52;35;29;18;8;3;20;32;29;15;29;6;3
06-01-2023 10:52;42;35;19;9;3;26;41;37;17;38;7;2
06-01-2023 10:52;28;27;15;6;3;21;28;27;13;28;4;2
06-01-2023 10:53;24;24;18;9;3;15;20;20;14;20;7;2
06-01-2023 10:53;87;47;22;9;3;37;75;57;19;54;7;2
06-01-2023 10:53;20;17;7;5;3;12;22;20;6;22;4;3
06-01-2023 10:53;163;16;11;6;3;10;83;23;10;14;4;3
06-01-2023 10:53;45;38;21;9;3;29;45;41;18;42;6;2
06-01-2023 10:53;32;25;13;6;3;19;29;26;11;27;5;3
06-01-2023 10:53;61;49;25;11;4;37;58;51;21;55;9;3
06-01-2023 10:53;51;31;14;7;3;23;45;36;12;35;5;3
06-01-2023 10:53;22;21;12;6;3;15;24;23;11;24;5;2
06-01-2023 10:53;99;38;23;12;4;26;74;48;18;39;9;3
06-01-2023 10:54;58;39;24;10;3;28;48;40;19;38;8;2
06-01-2023 10:54;29;28;17;7;3;20;28;27;14;28;6;3
06-01-2023 10:54;51;33;19;9;3;23;44;36;16;34;7;3
06-01-2023 10:54;79;30;13;7;3;22;60;39;11;35;6;2
06-01-2023 10:54;54;34;16;6;3;27;48;39;14;38;5;2
06-01-2023 10:54;45;27;16;8;3;19;38;30;13;28;6;3
06-01-2023 10:54;40;36;20;10;3;25;38;35;16;38;8;3
06-01-2023 10:54;134;37;26;11;3;25;85;44;20;33;8;2
06-01-2023 10:54;43;25;16;7;3;17;35;27;13;24;6;2
06-01-2023 10:54;31;30;19;7;3;23;28;27;16;28;5;2
06-01-2023 10:55;44;26;16;6;3;20;36;28;13;25;4;2
06-01-2023 10:55;94;34;20;9;3;24;71;46;17;36;7;2
06-01-2023 10:55;53;28;10;5;3;22;48;37;9;36;4;2
06-01-2023 10:55;122;36;19;7;3;29;85;48;17;41;5;2
06-01-2023 10:55;28;26;15;8;3;18;27;25;12;26;6;3
06-01-2023 10:55;51;27;11;6;3;20;44;33;10;31;4;2
06-01-2023 10:55;45;32;18;9;3;23;38;33;15;33;7;2
06-01-2023 10:55;29;23;12;7;3;16;28;25;10;25;5;2
06-01-2023 10:55;41;32;17;7;3;25;37;33;13;35;6;2
06-01-2023 10:55;27;25;14;6;3;19;26;24;12;26;5;2
06-01-2023 10:56;20;19;12;6;3;13;18;18;10;18;4;2
06-01-2023 10:56;41;28;11;5;2;22;40;34;10;35;4;2
06-01-2023 10:56;85;38;22;10;3;28;65;45;18;40;7;2
06-01-2023 10:56;80;36;19;8;3;27;63;44;16;38;6;3
06-01-2023 10:56;29;28;20;10;3;18;27;27;17;27;8;2
06-01-2023 10:56;15;15;11;5;2;9;14;14;10;14;4;2
06-01-2023 10:56;23;22;15;8;3;14;22;22;13;22;6;2
06-01-2023 10:56;27;26;19;9;3;17;25;24;16;25;7;2
06-01-2023 10:56;29;27;18;10;3;17;26;25;14;26;8;2
06-01-2023 10:56;21;21;16;8;4;13;19;19;13;19;6;3
06-01-2023 10:57;107;44;17;7;4;36;85;59;14;52;6;3
06-01-2023 10:57;33;27;17;8;3;18;28;25;13;26;6;2
06-01-2023 10:57;119;27;14;7;3;20;76;37;12;29;5;3
06-01-2023 10:57;59;39;17;8;3;30;52;42;14;44;6;3
06-01-2023 10:57;29;28;16;8;4;19;29;28;14;29;6;3
06-01-2023 10:57;44;25;15;8;4;16;36;28;12;26;6;3
06-01-2023 10:57;60;34;18;9;4;24;50;39;15;37;7;3
06-01-2023 10:57;35;32;13;7;4;25;42;39;13;42;5;3
06-01-2023 10:57;57;38;22;10;4;28;50;41;18;40;8;3
06-01-2023 10:57;43;25;16;8;3;16;35;27;13;25;6;2
06-01-2023 10:58;38;31;18;10;5;21;36;33;16;34;8;4
06-01-2023 10:58;173;25;20;11;4;14;90;29;16;21;8;3
06-01-2023 10:58;31;30;18;9;4;21;31;30;15;31;7;3
06-01-2023 10:58;31;31;25;11;5;20;25;25;19;25;8;4
06-01-2023 10:58;72;28;18;9;4;18;52;34;15;27;7;3
06-01-2023 10:58;57;15;9;5;3;10;40;23;8;15;4;3
06-01-2023 10:58;16;16;8;4;3;11;18;18;8;18;3;3
06-01-2023 10:58;71;51;18;8;3;43;68;57;16;62;6;3
06-01-2023 10:58;38;31;16;8;3;22;37;34;14;35;6;3
06-01-2023 10:58;11;11;7;5;3;6;13;13;6;13;4;3
06-01-2023 10:59;52;38;19;8;3;29;47;40;16;42;6;2
06-01-2023 10:59;39;30;15;8;4;22;36;32;13;34;6;3
06-01-2023 10:59;54;30;15;6;3;24;46;35;13;33;4;2
06-01-2023 10:59;40;32;19;11;4;21;36;31;15;33;8;3
06-01-2023 10:59;49;34;15;8;3;26;45;38;12;40;6;3
06-01-2023 10:59;22;22;15;8;4;14;22;21;12;22;6;3
06-01-2023 10:59;46;38;24;12;3;25;40;36;19;37;9;3
06-01-2023 10:59;64;22;17;8;4;14;45;28;13;19;6;3
06-01-2023 10:59;24;22;13;6;3;16;23;22;11;23;4;2
06-01-2023 10:59;15;15;10;5;3;9;14;14;8;14;4;2
06-01-2023 11:00;58;39;18;8;3;30;54;45;16;44;6;2
06-01-2023 11:00;44;37;20;10;3;27;42;38;17;40;7;3
06-01-2023 11:00;55;31;18;9;3;22;44;34;15;31;7;3
